乖乖_90,疫情期间，景点都没什么人，团的拼团讲解，结果都是一对一服务，非常满意，叶子导游准点在景区门口等候，全程讲解的非常详细，有趣味，整体很满意，下次出行还会选择门票加讲解，非常方便～,2022-04-27,5
233****599,确实性价比不高,2022-04-27,4
兜兜的小螺号,去之前，一定要了解历史文化的背景，不然就会没意思了,2022-04-25,5
288****881,一个凉爽的天气游览武侯祠，惬意,2022-05-02,5
北海的云朵,热闹非凡，有名的景点，值得一游,2022-05-02,4
M28****1244,其实过去1800多年了，三国志也好，演义也好，历朝历代看重的只是鞠躬尽瘁死而后已，看重的关帝的仁义诚信。我们只能说不忘初心，继续前进。把我们小人物的这粒微尘，尽量无愧自己，无愧于心就可以了。,2022-05-01,5
Williamsun,【景色】景色非常好，园林非常棒，与建筑完美契合【趣味】涨知识，体验中式园林，古人的气概【性价比】非常好,2022-05-01,5
云淡风轻扬1984,三国故事深入人心，来成都一定要拜访下武侯祠。,2022-04-29,5
Victor0620,非常好，值得推荐！,2022-04-28,5
M47****6237,买的门票+跟团讲解。结果那一场次只有我一个人，直接变成一对一讲解，小姐姐讲的很细致，耐心回答问题。这种人文景观还是要听讲解才行，自己肯定走马观花就过去了。,2022-04-27,5
乖乖_90,疫情期间，景点都没什么人，团的拼团讲解，结果都是一对一服务，非常满意，叶子导游准点在景区门口等候，全程讲解的非常详细，有趣味，整体很满意，下次出行还会选择门票加讲解，非常方便～,2022-04-27,5
233****599,确实性价比不高,2022-04-27,4
兜兜的小螺号,去之前，一定要了解历史文化的背景，不然就会没意思了,2022-04-25,5
游侠半仙,疫情期间武侯祠游客稀少，打卡“千里走三国”三国遗存文旅路线精选展，“古今人才之聚，未有盛于三国者”，三国作为中国漫漫历史长河中的短暂一瞥，其波澜壮阔的社会动象和鲜明璀璨的英杰形象，自古以来就被人们所歌咏和传唱。然渔樵春风，英雄已逝，青山夕阳，历史不再。如今，我们已无法目睹彼时的风云变幻和豪杰英姿。甚幸，承载三国历史文化的各类遗珍得以被保存和传承。我馆自2011年始对全国三国文化遗存进行科学考察。目前已有700余处，本次甄选其中20处具有代表性的遗存展示，它们各有所释，辉映成章，串饰成两条三国文旅精品游学路线，将带领观众走进那个激荡又精彩，短暂而丰富的历史画卷。观众可于悠悠古道中听铁马铮铮，于森森古柏下瞻老丞忠魂，于巍巍隘口处领当关之勇，于滔滔江水上话英雄伯仲.,2022-04-11,5
认可雪豹,【趣味】很好【性价比】还行【景色】不错,2022-04-09,5
110****910,武侯祠原是纪念诸葛亮的专祠，也称孔明庙、诸葛祠，后来把将惠陵、汉昭烈庙等区域囊括进来，统称“武侯祠”，是全国唯一一座纪念刘备、诸葛亮、关羽、张飞等蜀汉英雄的君臣合祀祠庙。旁边是另外一个热门景点——锦里，两个点连成一片，即使平时也有有大量游客。,2022-04-08,5
138****6110,挺不错的哦，环境也非常舒服的，很不错的,2022-04-08,4
ゞ 仅有的敷衍,疫情人比较少,2022-04-08,5
善lulu,老街很不错，网红打卡好地方,2022-04-06,5
袍哥人家绝不拉稀摆带,纪念诸葛亮的寺庙 非常不错的喔,2022-04-06,5
Marry,挺不错的。,2022-04-05,5
华-Rainbow,三国时期诸葛亮的故居，卧龙岗上有出师表 里边环境挺好的 非常不错的旅游景点,2022-04-05,4
Y米CC,人有点多，不过讲解的还是比较详细,2022-04-04,5
小糖豆6666,红墙最大的亮点,2022-04-04,5
M67****04,徐红英导游不错，讲解嗯很好，拍照也专业,2022-04-01,5
熊出没的远方,来成都很多次都没有机会来，这次来时间充足。很值得一来，又一次普及了三国历史。蜀国，又让我再一次脑洞大开。,2022-04-01,5
快剑小宝,环境很考究，看出来有精心设计过，让人眼前一亮,2022-03-31,5
岭坎彭于晏,领略蜀汉文化,2022-03-30,4
Tiger_1962,成都武侯祠，位于四川省成都市武侯区武侯祠大街，武侯祠始建于章武元年，原是为了纪念诸葛亮的专祠，亦称孔明庙、诸葛祠、丞相祠等。成都武侯祠博物馆被评为的文化遗产保护区。游玩了武侯祠，还可以逛逛著名的锦里老街。,2022-03-29,5
M25****3291,整体还不错 临挨着锦里,2022-03-29,4
王女士111,知语导游讲得很生动细致，我跟男朋友听得都入迷了，强烈推荐，😄,2022-03-28,5
xixixixixixixixixixi,【趣味】不错【性价比】不错【景色】不错,2022-03-27,5
我心飞翔小五哥,漫步其中，感受古往今来共一时，感受曾经辉煌。,2022-03-27,5
lgp5199,相当不错千古良臣,2022-03-27,5
我笨别骗我,武侯祠是民众对蜀汉丞相诸葛亮“鞠躬尽瘁死而后已”精神的肯定和赞誉的载体，也是三国遗迹源头,2022-03-25,5
百悦尚城,空气非常好！环境也非常不错！能让我们学习到历史知识，值得一去！,2022-03-25,5
东北。,非常好,2022-03-25,5
luckynewstar,挺不错的地方，带着朋友家里人一起,2022-03-24,5
M22****033,好玩好玩啊,2022-03-24,5
凌云栈道,可以去逛逛拍拍，打个卡就好了。。,2022-03-23,4
袁飞19831202,环境很考究，看出来有精心设计过，让人眼前一亮。优雅的环境配上舒缓的音乐，亲切又体贴的服务，希望能够一如既往的保持下去。,2022-03-23,4
ycj逍,值得去看看，景色就只能是一般般了，重要的是三国文化的了解，门票个人觉得可以再实惠点就好了,2022-03-21,5
小可可爱6,武侯祠位于四川省成都市，还是不错的哟，赞一个,2022-03-20,5
jon****cn,虽然只有我一个人江江导游非常认真的讲解完，很专业很敬业赞一个。,2022-03-20,5
300****269,值得一玩。。。,2022-03-19,4
300****269,值得一玩。。。,2022-03-19,4
M19****982,叶子讲的很好,2022-03-19,5
朝阳飞龙,【景色】非常好看的武侯祠【趣味】到了这里历史故事引人入性【性价比】适合所有旅游,2022-03-18,5
一蓑烟雨0828,出师未捷身先死，长使英雄泪满襟。武侯祠是民众对蜀汉丞相诸葛亮“鞠躬尽瘁死而后已”精神的肯定和赞誉的载体，也是三国遗迹源头。,2022-03-18,5
笪笪念笪笪,***,2022-03-17,5
helenn2009,很值得一去的成都市区内景点，在武侯区内，距离市中心3-4公里，方便的很。,2022-03-17,5
怡然自得二,成都旅游不打卡之地，丞相祠堂何处寻，锦官城外柏森森。,2022-03-16,5
Michael hck,武侯祠屋常邻近 一体君臣祭祀同！好诗好诗！,2022-03-15,5
159****9911,鞠躬尽瘁，死而后已，鞠躬尽瘁死而后已,2022-03-14,4
M30****5041,看起来不错，看起来不错，看起来不错,2022-03-14,5
_WeCh****22508,很有历史感的地方,2022-03-14,4
水瓶座诗人,成都不可错过的景点之一。浓浓的历史气息和深厚的文化底蕴，建筑历史悠久，文创产品丰富新颖独特。时尚人群与古典碰撞出了全新的视觉。,2022-03-13,5
M32****9861,景区规划合理，门票性价比高，位置很好，遇上好天气，风景很美,2022-03-13,5
神经蛙9527,很多地方不开，卖票时候咋不说，就里面贴张纸，写个抱歉，也就是消费大家的情怀，大家才买票，里面真的不值50。也正因为这个原因，本来还想去杜甫草堂的，怕一样坑，就不去了，真是一颗老鼠屎坏了一锅粥。,2022-03-13,3
Robinnet,成都的著名景点，昭烈庙武侯祠一体的。,2022-03-10,5
CAF77,值得去，地方不错,2022-03-10,5
北京黄非红,成都诸葛亮的祠堂，环境优美，植被茂盛，也是休闲的好地方。,2022-03-09,5
M22****550,了解三国最直接的方式就是到此一游，即了解了诸葛亮，也对蜀汉文化有了更深的认知,2022-03-08,5
159****9911,鞠躬尽瘁，死而后已，鞠躬尽瘁死而后已,2022-03-14,4
M30****5041,看起来不错，看起来不错，看起来不错,2022-03-14,5
_WeCh****22508,很有历史感的地方,2022-03-14,4
水瓶座诗人,成都不可错过的景点之一。浓浓的历史气息和深厚的文化底蕴，建筑历史悠久，文创产品丰富新颖独特。时尚人群与古典碰撞出了全新的视觉。,2022-03-13,5
M32****9861,景区规划合理，门票性价比高，位置很好，遇上好天气，风景很美,2022-03-13,5
神经蛙9527,很多地方不开，卖票时候咋不说，就里面贴张纸，写个抱歉，也就是消费大家的情怀，大家才买票，里面真的不值50。也正因为这个原因，本来还想去杜甫草堂的，怕一样坑，就不去了，真是一颗老鼠屎坏了一锅粥。,2022-03-13,3
Robinnet,成都的著名景点，昭烈庙武侯祠一体的。,2022-03-10,5
CAF77,值得去，地方不错,2022-03-10,5
北京黄非红,成都诸葛亮的祠堂，环境优美，植被茂盛，也是休闲的好地方。,2022-03-09,5
M22****550,了解三国最直接的方式就是到此一游，即了解了诸葛亮，也对蜀汉文化有了更深的认知,2022-03-08,5
ccpp,诸葛亮殿是整个武侯祠光辉凝聚的焦点，正殿中供奉着诸葛亮祖孙三代的塑像。,2022-03-01,5
重庆大顾,好景点有看头,2022-03-01,5
Mango看世界……,初春暖阳，风景如画。因为受疫情的影响，景区内人比较少，特别适合周末出游。到处都是风景，恰逢阳光特别好的一天，随手一拍，出片效果特别好,2022-02-28,5
不能用任何,了解三国历史的好去处，很多看的,2022-02-28,5
K说走就走L,了解历史文化，诸葛孔明的一生都在这里，值得学习,2022-02-28,5
波娜特袁绍,看三国就会喜欢去那里，有很多古墓出土的文物，环境很优美，还有一座帝皇陵墓在，有刘备三兄弟在，很多三国知识学习，周边交通便利,2022-02-28,5
M25****3827,值得去的地方,2022-02-28,5
何渝,【景色】美美美美美美美美【趣味】强👍【性价比】高值得一游,2022-02-27,5
nick810,亲子好去处,2022-02-23,5
sparrow729323,总体来说还不错，推荐大家来看看,2022-02-22,5
M39****679,历史文化传承,2022-02-20,5
M29****9320,今天下雨了，天气很冷，在网上预订了一个讲解服务，江江姐姐讲得很好很详细，松紧有度，和我们有很多的互动，走在路上还会很细心给我打伞。期间有很多游客跟着听，总之很满意，下次还来,2022-02-20,5
M41****2697,很清幽 值得一去,2022-02-19,5
zxmytr,前几年去四川成都旅行的时候去过武侯祠。,2022-02-19,5
不知名的炮,非常有意义的一天 学到很多知识 值得推荐,2022-02-18,5
M25****7680,还是很有意思，特别棒,2022-02-17,5
M41****7814,很有韵味的老地方，值得一去，非常适合拍照,2022-02-16,5
梦之砂,成都武侯祠景区，算是成都周边旅游的一个好去处,2022-02-16,4
D43****26,环境好，拍照打卡,2022-02-16,5
Tiger_1962,成都武侯祠的文物区主要由惠陵、汉昭烈庙、武侯祠、三义庙等组成，主体建筑为武侯祠。武侯祠分大门、二门、刘备殿、过厅、诸葛亮殿、三义庙等，祠内供奉刘备、诸葛亮等蜀汉英雄塑像50尊。,2022-02-15,5
_WeCh****21835,知语导游的讲解非常棒，非常好的一次体验。小姐姐很耐心，讲解内容很全面。,2022-02-15,5
宁波阿明,成都的武侯祠，其实整个地方不大。我看攻略，说是要两个多小时，实际上我跟着电子导游走，大约花了一个小时就全部走完了。9点半进去的，人不多，感觉有点冷清。东门出去就是锦里仿古街，非常方便。,2022-02-15,4
踏雪小k,武侯祠景点不错，里面很多以前蜀国的东西看,2022-02-15,4
星空下听海,里面没什么好看的，性价比不高,2022-02-14,4
润进鹏,武侯祠值得一去，这里承载了一代名相诸葛亮一生的贡献。,2022-02-13,5
159****9911,不错，不错，鞠躬尽瘁死而后已，难得,2022-02-13,4
M41****024,非常号~下次还要在看一遍,2022-02-13,5
晴川沥沥汉阳,【景色】很不错【趣味】有历史【性价比】很高,2022-02-12,4
潇洒1哥,纪念之瞻仰地，净心养眼之美处。,2022-02-12,4
M43****3454,今天由叶子导览，全程跟我们讲述武侯祠的历史演变及三国故事，让我们对三国有更立体的认识，果然看历史古迹及文物还是要有专业的讲解才能看得更深入。,2022-02-12,5
逍遥翁33,态度恶劣啊,2022-02-12,1
e56****25,票价贵，比杜甫草堂强点儿有限,2022-02-11,4
刘兴国律师 青博,王侯将相宁有种乎,2022-02-10,5
功夫熊猫,到成都必须要来的打卡景点，三国文化，门口有三国文化研究院，哈哈哈，十多年前进去过一次，现在到成都自己已经不进去了，一般都是在门口等朋友，里面还是值得一看的。,2022-02-10,5
yaoayao11,导游讲解很不错,2022-02-10,5
M92****05,来成都必到的地方，停车场很方便，收费合理。景区管理有序，如果慕名而来建议有必要请个解说。春节假期，致敬每一个坚守岗位的人，你们的牺牲才换来了大家舒心的旅游。,2022-02-10,5
cindermak,可以随便逛逛,2022-02-10,4
cindermak,除了红墙，没什么好看的,2022-02-10,4
沉香yunner,喜欢三国文化的***，红墙好出片,2022-02-09,5
110****078,儿童票是个bug，有体验的都知道,2022-02-09,3
_CFT01****9246340,景点打卡，游客挺多的，来都来了,2022-02-08,4
春秋战国cqzg,虽然今天人有点多，但是服务人员配置齐全，服务很到位，态度也很不错,2022-02-08,5
非常的二哈,三国故事是每个中国人都耳熟能详的，来成都肯定不能错过这里了，相比其他公园，感觉票价略贵了些，园区植被丰富，景色宜人，旁边就是锦里，可以一起转转,2022-02-07,4
_WeCh****086431,很方便不错,2022-02-07,5
车手王朦胧,环境很不错，值得一去。,2022-02-07,5
吃锦鲤的戚先生,特别喜欢的地方，最爱那篇荡气回肠的出师表！,2022-02-07,5
109****783,非常值得一去，历史文化气息浓厚，人气很高。,2022-02-05,5
dowry,补充了一下知识忙点,2022-02-04,5
小懒虫她爸,很有历史的地方，带小孩去看看很有意义。,2022-02-04,4
猫猫头🥰,你们是怎么回事我都是我想我吗、在,2022-02-03,5
M27****1236,喜欢三国历史的一定要去,2022-02-02,5
潇洒1哥,有纪念意义的地方，风景美地，怀旧。,2022-02-02,4
。，烨！,很好，非常好。,2022-02-02,5
。，烨！,服务体验还行。,2022-02-02,5
M29****155,景色很美。,2022-01-31,5
袍哥人家绝不拉稀摆带,非常不错的地方啊，非常棒的哦哦哦,2022-01-31,5
猫咪格瑞斯,建筑的设计风格非常独特，把川蜀地区的特色展现出来！,2022-01-30,5
刘闲人,这里一定要去看看，景色不错，武侯祠是民众为纪念蜀汉丞相诸葛亮而修建的。,2022-01-29,5
cjgwryyxa2008,有历史意义，景色也不错。,2022-01-28,5
109****783,历史文化之地，人气爆棚，值得一去。,2022-01-28,5
伊恩007,非常不错的！！！！！！！！赞👍！！！！！,2022-01-26,5
m27****2841,环境不错，值得一观,2022-01-26,5
lizhi19840730,值得去，别出心裁的讲解三国历史。,2022-01-25,5
a1ways_chosen,叶子小姐姐声音很好听，介绍的也是引人入胜。无论是从正史和民间方面都介绍了许多有趣的事。武侯祠总体来说值得游玩，无论是历史气息还是文化气息都很浓厚。,2022-01-25,5
zbc29,想体验成都的蜀文化，必须去一趟武侯祠,2022-01-25,5
martin@8848,不错的历史景点，重温历史故事。,2022-01-24,5
稻草烤煎饼,参观很有意思,2022-01-21,5
Deemo739,还可以，里面很多各种各样的花。有段红墙很好看，适合情侣休闲散步。,2022-01-20,5
清镇司马懿,在这样一个有历史的古迹，最好还是请讲解员讲解。陈老师知识丰富，讲解认真细致，此行收获颇多。,2022-01-20,5
M37****648,江江导游非常热心，讲解也有的放矢，讲解的内容也很详细，赞一个！,2022-01-20,5
道法故然,了解三国历史必去的景点,2022-01-19,5
sdy002,非常值得，以后还会再来的！！！,2022-01-19,5
如水的夜凉,武侯祠不错 带娃逛一下很好 了解史实 风景也还可以 门票老人孩子都免费 这点很好！,2022-01-18,4
CHONGFU,挺好挺好，里面有专车，可以坐车转转，不错,2022-01-18,5
恍然如梦Tim,成都非常有名，武侯祠也比较出名。,2022-01-17,4
M44****0569,拍照打卡地,2022-01-17,5
shouhuo,环境挺好的，里面还有游览车，不错,2022-01-17,5
爱天气,有玩头，值得去玩，满满的故事，,2022-01-17,5
wen****2002,园林设计很好，值得一观,2022-01-17,5
wen****2002,园林设计很好，值得一观,2022-01-17,5
M38****368,没有***,2022-01-16,5
月夜之痕D,不管这里怎么样，总要打卡一次，还不错,2022-01-15,5
我的世外桃源,武侯祠（成都武侯祠博物馆）位于四川省成都市武侯区，博物馆占地37000平方米，建筑面积9200平方米，于西晋末年建造。武侯祠是中国唯一的君臣合祀祠庙，最负盛名的诸葛亮、刘备及蜀汉英雄纪念地、三国遗迹博物馆，享有“三国圣地”之美誉。武侯祠是国家4A级旅游景区、国家一级博物馆、全国第一批重点文物保护单位。,2022-01-15,5
依然418499,武侯祠是成都著名的景点，里面的壁画讲述了很多三国的故事，进去请个导游讲一讲，听一听，非常精彩有趣。,2022-01-15,4
周某某,武侯祠其实是汉昭烈墓，是唯一的君臣合祭的祠堂,2022-01-13,5
M11****033,成都标志性的景点，旁边的锦里有很多小吃,2022-01-13,5
芊芊然,网红打卡地,2022-01-13,4
M18****434,导游讲解详细，生动，对历史和小说中的不同有把握度。,2022-01-10,5
Jayaohe,还可以，也就城中心一公园，抱着对诸葛亮的向往去的。进去了完全不是那么回事,2022-01-10,3
阿拉宁波人1968,古色古香非常喜欢，想起三国演义，确实是蛮有意思的。,2022-01-09,5
M23****5555,很多都没开。很小还很贵不太建议来,2022-01-09,3
fctn666222,成都市区内比较有名气的游玩景点有武侯祠，杜莆草堂等等，这次去了武侯祠，武侯祠在锦里古街内，50元门票，是专门供奉诸葛亮的祠堂，但是桃园三结义的刘备及张飞在这个祠堂里也有许多记载和体现,2022-01-09,5
佩斯特-头,了解蜀国文化,2022-01-08,5
_WeCh****92604,地方不算大，最满意的是博物馆，游历最久，介绍也很全满,2022-01-08,3
走遍千山万水的鲨鱼,哈哈哈哈哈哈哈,2022-01-07,5
pu****lo,热门网红景点，地段不错所以游人路人络绎不绝。,2022-01-07,4
依然418499,武侯祠是三国历史的博物馆，里面有一个刘备的衣冠冢，武侯祠不算大，但有很多历史文物，听听导游的讲解，非常有意思。,2022-01-07,4
比利牛斯007,不亏是昭烈皇帝和诸葛武侯的祠堂，做为一个三国演义的忠实粉丝，终于了却了一桩心愿。,2022-01-05,5
开心就好,对三国历史感兴趣的朋友值得一游 景点环境很好 会向朋友推荐一下,2022-01-04,5
依米郭郭,网红红墙拍照很赞,2022-01-04,5
朋老大,武侯祠是三国文化的重要体验地，是全国唯一的君臣合一的宗祠,2022-01-04,5
元气女子Cynthia,比较好找，还是挺值得去看看的，了解历史文化。最好找一位导游。,2022-01-04,4
刘南希,一般般吧！,2022-01-03,3
杰姆船长,诸葛亮的《诫子书》和《出师表》是从小要经常背诵的诗遍，千古第一相，忠心辅主，鞠躬尽瘁。,2022-01-03,5
刘宝蛋,自己逛确实很快就看完了，之前去过南阳和襄阳的武侯祠和隆中，此处感觉没什么新鲜的,2022-01-03,3
M65****98,千秋大业冉冉过，万载人间久久恒,2022-01-01,5
M39****203,由于这次旅行时间不够了，在杜甫草堂和武侯祠之间选择了武侯祠。这次的讲解员是知语，多亏了知语小姐姐的讲解，我自己设想了下，虽然自己了解一些历史，但是如果没有知语的讲解，我肯定还是不能把武侯祠的每一处景点都了解清楚，知语小姐姐的互动性也很强，很爱把一些问题抛给我们，这让我们可以一边思考，一边游览，也能记得更清楚。这次武侯祠的游览很完美。,2021-12-29,5
灵犀一点,景点非常不错，人气指数最高的,2021-12-28,5
赵茜1112,就是个小公园吧，花花草草，也不大，感觉不值票价，打个卡吧，应该不会再来,2021-12-28,5
袍哥人家绝不拉稀摆带,很不错的地方 纪念诸葛亮的地方,2021-12-27,5
伊伊86,蜿蜒曲折的长廊，红墙砖瓦，显示了古代的威严！一代神算诸葛亮，大家都敬仰之人！开创了你的时代，建立了三国鼎立的局面，为中国历史贡献了一份！,2021-12-27,5
姥家屋后有条河,"武侯祠(汉昭烈庙)，全国重点文物保护单位，国家AAAA级旅游景区，国家一级博物馆。武侯祠(汉昭烈庙)位于四川省成都市武侯区，肇始于公元223年修建刘备惠陵时，它是中国唯一的一座君臣合祀祠庙和最负盛名的诸葛亮、刘备及蜀汉英雄纪念地，也是全国影响最大的三国遗迹博物馆。1961年国务院公布武侯祠为首批全国重点文物保护单位，2008年评选为首批国家一级博物馆。成都武侯祠现占地15万平方米，由三国历史遗迹区(文物区)、西区(三国文化体验区)以及锦里民俗区(锦里)三部分组成，享有""三国圣地""的美誉。",2021-12-27,5
Irisjgz,不是从正门进去的，在园子里流连忘返好久，临出来才发现武侯祠、三义庙什么的还没进去呢。本身对三国不感兴趣，重建的祠、庙就更没兴趣了，疫情期间人不多，在花草树木、亭台楼阁间走走坐坐更安逸。卫生间很干净，条件也不错，值得表扬。要吐槽的是，原来武侯祠是有几个出口的，疫情期间入内留一个入口检查绿码测温可以理解，出口都取消就特别不可理解，本来就是推杆出去，保安、工作人员也不少，还要返回入口那边出去，差评。,2021-12-26,4
阿修罗33,蜀中故里，想必是沧海横流英雄本色之地。,2021-12-25,5
101****606,成都武侯祠位于成都市武侯区，是纪念三国时期蜀国丞相诸葛亮的祠庙，是全国第一批重点文物保护单位。,2021-12-24,5
M48****4304,丞相祠堂何处寻，锦官城外柏森森,2021-12-24,5
M29****3936,价格与观赏不相当,2021-12-23,3
余今朝,很一般，除非是三国狂热粉丝,2021-12-23,3
一定要去以色列,非常著名的旅游景点，一定要到此。,2021-12-23,5
xxx****un,值得一看！非常棒！,2021-12-21,5
旅行者,喜欢三国和史学的朋友可以去看看，成都必打卡景点之一，景色还可以，人文气息浓厚，携程的讲解员不得不说真的很棒，接近两个小时的讲解，让人意犹未尽，融入其意境，感同身受，很棒。建议请讲解员一同前去。,2021-12-21,5
Rm.杰💃,咋说呢，还是旁边的锦里比较吸引我,2021-12-20,4
小胡168,值得去看看，学习一下历史，提高自己的素质,2021-12-20,5
_WeCh****217344,明良千古！很值得去！,2021-12-20,5
微笑的翊恺,诸葛先生的豪宅，,2021-12-20,5
肆意放纵,成都市区内比较出名的一个景点。,2021-12-19,5
M25****120,了解古代人得战争,2021-12-17,5
曲蔚然929,给导游江江点赞🤙🤙🤙她是真的在讲解，分享武侯祠从三国-五代-唐-明-清的变化，同一件事的现存遗迹、正史记载和演义小说分别是什么样子。跟当前“主流”的景点讲解员们只是用播音腔把固定的稿子背一遍是不一样的。,2021-12-17,5
红豆杉,武侯祠里群英荟萃，刘关张三雄大展神威。,2021-12-17,5
M27****5099,逛武侯祠可以说是品味三国好去处，一定要请讲解，不然错过很多精彩。里面的红墙，夏天有阳光竹影应该会更好看。导游江江讲解的很仔细，也有趣味，小姐姐讲话也很好听~~给导游江江十星好评！！！,2021-12-15,5
hades7,成都独特的三国文化，诸葛亮的地位感觉比刘备还高，有单独的祠堂，也是个不错的公园，逛完了去锦里吃点东西蛮好的。,2021-12-15,5
快乐的鱼,挺好的。下次还来,2021-12-14,5
M44****9024,古典艺术风格的祠堂，很适合去参观一次,2021-12-14,5
gxq0406,值得一去不复返赞赞赞赞赞赞赞赞,2021-12-14,5
番凩-,武侯祠是纪念诸葛亮的祠堂，非常有历史厚重感,2021-12-11,5
平安畅游天下,文化底蕴深厚值得一去的旅行好去处。,2021-12-10,5
138****3703,里面有银杏也有红墙，很多人拍照。,2021-12-09,4
113****286,和锦里挨在一起，里面有前后出师表，还有很多三国人物的雕像，去了可以顺便逛逛锦里，还是挺好的。,2021-12-08,4
不用笔墨,神话在生活中的真实，人家的神。,2021-12-07,5
M42****9611,去了一趟成都，这个地方还是在计划行程里面，一个收费的景点，让人怀想诸葛孔明的传说与三国演义的故事。品三国，思人生。,2021-12-06,4
ia****b,。。。。。。还可以。。。。。。,2021-12-05,5
M46****2958,导游解说很好，导游姐姐很漂亮，详细解说了解了三国人物，让孩子了解历史,2021-12-05,5
spiritswings,出票很快，景区也很不错,2021-12-03,5
