小兔的旅行日记,成都武侯祠是中国唯一的一座君臣合祀祠庙和最负盛名的诸葛亮、刘备及蜀汉英雄纪念地，也是全国影响最大的三国遗迹博物馆。由惠陵、汉昭烈庙、武侯祠三部分组成。这里的主题是三国，红墙竹林是这最好看的景点之一，在这可以看到很多汉服小姐姐，可以大饱眼福哦。Tips：【门票】60元【地址】武侯祠大街231号【交通】乘坐1、57、82、334路公交车在武侯祠站下车【开放时间】08:00-20:00 (5月1日-10月31日)08:00-18:30 (11月1日-次年4月30日)【建议游玩时间】3小时,2019-07-27,5
M33****8339,其实到里面租一个讲解盒子效果会更好！这个随便听听也好，因为没有讲解只靠自己转真的什么也理解不了，还可以吧！,2019-07-27,5
Wayson-Wong,个人觉得这个景点一般般啦，里面就是一些现代的雕像，还有部分文物展览，有一个可能是刘备的墓，也不知道是不是真的，因为当年刘备是在白帝城驾崩的，以当时的条件遗体运回成都似乎有点不现实，估计就是就近安葬了。,2019-07-27,5
图图兔兔小毛驴,带小朋友去看的，感觉还不错，里面有成都网红墙，拍拍照打打卡！,2019-07-27,5
图图兔兔小毛驴,带小朋友去看的，感觉还不错，里面有成都网红墙，拍拍照打打卡！,2019-07-27,5
图图兔兔小毛驴,带小朋友去看的，感觉还不错，里面有成都网红墙，拍拍照打打卡！,2019-07-27,5
爱睡觉的猪01,如果说去成都转一转，必须得先去他的武侯祠耍一耍，这个地方呢，给人感觉还是说挺好，景色呢也非常的优美啊，能够看到这个很多绿绿的树，不管什么季节去啊，都是这个样子，嗯，心情很愉快。,2019-07-27,5
_CFT0****7822,太人坑了，放在门票这里，我以为是门票呢，结果是讲解，退钱退钱。,2019-07-26,1
ja****25,还算可以，可看的地方比较多，有几个地方在装修或者闭馆，整体还行，比起杜甫草堂或者青羊宫这些还是要好点的。注意，进门处售票只收现金，支付宝微信购票须去左边游客中心！,2019-07-26,4
飞虹浪子,美人鱼小伙子讲解的不错！认真负责！！,2019-07-25,5
飞虹浪子,美人鱼小伙子讲解的不错！认真负责！！,2019-07-25,5
M52****943,不错，挺有文化内涵的，可惜的是祠内有几个地方还在装修,2019-07-25,5
M55****897,规模比较大，除了诸葛武侯祠，里面还有刘备陵寝，和许多文物真迹，规格很高。携程上推荐的导游小哥哥很专业，讲解的很生动很有文化内涵，服务态度很好，值得拥有！,2019-07-24,5
_ZFB****85251,去了好多地方，武侯祠是其中一个，感觉都不错,2019-07-24,5
lingmeishizhe,了解历史的好去处，应该去看一看，好地方,2019-07-24,5
M86****27,一定要有讲解，携程上订的9点的讲解非常专业，知识全面，讲解到位，开始还认为9点进去太早了，进去才知道这个点最合适，再晚点人太多了，没法看,2019-07-23,5
ClorisLJY,还行，可是不太好对应地点，得自己去慢慢找，要是可以直接定位就好了。参观这些地方还是有讲解才有参观德意义,2019-07-23,4
286****959,本地人从来没去过带朋友逛逛。风景挺美的，适合老年人溜达。警察免票，赞一个。,2019-07-23,4
e49****24,不错，值得去。2个半小时生动讲解，有空的话，可以好好听导游讲解，毕竟他的人文价值还是大于景观价值的。,2019-07-23,5
情商负100,感受三国文化，了解三国故事，重读出师表……蛮有意思的！,2019-07-22,5
M33****4787,导游讲解得很好加油！非常好可以的,2019-07-21,5
M32****9614,还行，有一些历史文化在里面，打卡,2019-07-21,5
南雅小马哥,来成都几天，去武侯祠是唯一一天下雨的，本来觉得很麻烦，但是导游帅哥非常认真负责，讲解详细、生动幽默。临走的时候还跟我们交代了在锦里的注意事项，真是物超所值了！,2019-07-21,5
M59****158,好好好好好哦啊哈哈哈哈哈哈哈哈,2019-07-21,5
清风朗月不用一钱买,第一个君臣同祀的地方，应该算值得去，一个了解历史的地方探求三国蜀的历史足记，了解刘备墓，武侯祠的背景，著名打卡地红墙人很多，但很美，很多竹子，风景优美。,2019-07-21,5
M86****27,在携程上订了9点的导游讲解，小鱼导又帅又nice，1.5小时讲解很到位，对武侯祠的历史有了很好的认识也重温了三国的历史，这个景点一定要配有讲解才有意义,2019-07-20,5
牛奶海,成都的武侯祠位于成都武侯祠大街上与锦里景区相邻，是成都市在历史文化上的一个著名的打卡点，武侯祠里面的设施，建筑物保存的很好，有些仍不时地进行修善，值得一看。,2019-07-20,4
从容于心,多年前的冬天去成都，住在武侯祠边的锦里客栈，过年时，这里的年味儿很浓，又是梅花开放的时节，晚上夜游别有一番韵味。,2019-07-20,5
cqsisi,在蜀国学习历史，听讲解员诉说当年的故事，非常值得一看，不过需要听讲解才能真正的去体会。,2019-07-20,5
139****1107,导游人鱼讲解很详细，也很敬业，用接收器和耳麦确实很方便，很值得一听,2019-07-20,5
139****1107,导游人鱼讲解很详细，也很敬业，用接收器和耳麦确实很方便，很值得一听。,2019-07-20,5
